0,0,93,8,8,0,0,0,0,0,0,0,0,6.1759,9,81,1,0,3,12,0,27,3.8017e+05,1,0,0,1,0,0,1,481,0,35,1,1
0,0,103,12,14,0,0,0,0,0,0,0,0,6.5806,16,256,1,0,4,12,0,34,3.6747e+05,1,0,0,1,0,0,1,721,0,42,1,1
0,1,88,12,11,1,0,0,0,0,0,0,0,5.5215,10,100,1,0,5,11,1,27,3.8017e+05,1,0,0,0,0,0,1,250,0,25,1,1
0,1,108,7,8,1,0,0,0,0,0,0,0,6.5917,16,256,1,0,6,12,1,34,3.6747e+05,1,0,0,0,0,0,1,729,0,34,1,0
0,1,85,12,9,1,0,0,0,0,0,0,0,6.2146,8,64,1,0,7,12,1,26,3.8017e+05,1,0,0,0,0,0,1,500,0,38,1,1
1,1,119,14,14,1,0,0,0,0,0,0,0,6.3368,9,81,1,0,8,18,1,33,3.6747e+05,1,0,0,0,0,0,1,565,0,41,1,1
1,1,108,14,14,1,0,0,0,0,0,0,0,6.4102,9,81,1,0,9,14,1,29,4.9664e+05,1,0,0,0,0,0,1,608,0,46,1,1
0,1,96,12,12,1,0,0,0,0,0,0,0,6.0521,10,100,1,0,10,12,1,28,3.6777e+05,1,0,0,0,0,0,1,425,0,32,4,0
0,1,97,12,12,1,0,0,0,0,0,0,0,6.2442,11,121,1,0,11,12,1,29,4.8045e+05,1,0,0,0,0,0,1,515,0,34,1,1
0,1,84,12,11,0,0,0,0,0,0,0,1,5.4161,13,169,1,0,12,9,1,28,3.8017e+05,1,0,0,0,0,0,1,225,0,29,1,0
0,1,89,6,11,1,0,0,0,0,0,0,0,5.9915,8,64,1,0,13,12,1,26,3.8017e+05,1,0,0,0,0,0,1,400,0,34,1,1
0,1,93,6,11,1,0,0,0,0,0,0,0,6.0331,7,49,1,0,14,11,1,24,3.6957e+05,1,0,0,0,0,0,1,417,0,22,1,1
0,1,74,6,11,1,0,0,0,0,0,0,0,5.3799,13,169,1,0,15,11,1,30,4.9664e+05,1,0,0,0,0,0,1,217,0,27,1,0
0,1,93,8,12,1,0,0,0,0,0,0,0,5.8464,16,256,1,0,19,12,1,34,3.6747e+05,1,0,0,0,0,0,1,346,0,40,1,1
0,1,91,8,8,1,0,0,0,0,0,0,0,6.3544,10,100,1,0,22,10,1,26,3.6777e+05,1,0,0,0,0,0,1,575,0,24,6,0
0,1,88,8,8,1,0,0,0,0,0,0,0,6.4754,14,196,1,0,25,12,1,32,3.5549e+05,1,0,0,0,0,0,1,649,0,35,1,0
1,1,111,14,5,0,0,0,0,0,0,0,0,6.5876,11,121,0,0,30,15,1,32,3.6747e+05,1,0,0,1,0,0,1,726,0,37,1,1
0,1,95,12,11,0,0,0,0,0,0,0,0,6.541,14,196,1,0,32,12,0,32,3.6747e+05,1,0,0,1,0,0,1,693,0,44,1,1
1,1,132,13,14,0,0,0,0,0,0,0,0,7.2442,10,100,0,0,35,18,0,34,3.6747e+05,1,0,0,1,0,0,1,1400,0,44,1,1
1,1,109,16,16,1,0,0,0,0,0,0,0,7.4955,8,64,1,0,37,18,0,32,3.5549e+05,1,0,0,0,0,0,1,1800,0,38,5,1
0,1,108,12,11,0,0,0,0,0,0,0,0,6.0234,7,49,1,0,38,12,0,25,3.5752e+05,1,0,0,1,0,0,1,413,0,43,1,1
0,1,106,12,12,1,0,0,0,0,0,0,0,5.3375,7,49,1,0,47,12,1,25,90339,1,0,0,0,0,0,1,208,0,30,1,1
1,1,119,10,10,1,0,0,0,0,0,0,0,6.7142,2,4,1,0,53,16,1,24,3.6957e+05,1,0,0,0,0,0,1,824,0,24,1,1
0,1,90,10,6,1,0,0,0,0,0,0,0,5.5413,11,121,1,0,55,11,1,28,3.8017e+05,0,0,1,0,0,0,1,255,0,32,1,1
1,1,118,12,12,1,0,0,0,0,0,0,0,6.869,8,64,1,0,62,16,1,30,4.9664e+05,1,0,0,0,0,0,1,962,0,47,1,1
0,1,105,6,8,1,0,0,0,0,0,0,0,6.8501,15,225,1,0,63,10,1,31,4.9664e+05,1,0,0,0,0,0,1,944,0,37,1,0
1,1,115,11,8,1,0,0,0,0,0,0,0,7.044,10,100,1,0,64,18,1,34,3.6747e+05,1,0,0,0,0,0,1,1146,1,43,1,1
0,1,120,10,11,1,0,0,0,0,0,0,0,6.9078,16,256,1,0,80,12,1,34,3.6747e+05,1,0,0,0,0,0,1,1000,0,45,1,0
1,1,109,12,10,1,0,0,0,0,0,0,0,6.4362,11,121,1,0,82,15,1,32,89826,1,0,0,0,0,0,1,624,0,39,1,1
0,1,72,10,8,1,0,0,0,0,0,0,0,6.477,17,289,1,0,83,11,1,34,89826,1,0,0,0,0,0,1,650,0,36,1,0
0,1,101,11,12,1,0,0,0,0,0,0,0,5.8665,6,36,1,0,91,12,1,24,3.6957e+05,1,0,0,0,0,0,1,353,0,25,1,1
1,1,136,10,10,1,0,0,0,0,0,0,0,6.4313,5,25,1,0,93,17,1,28,3.8017e+05,1,0,0,0,0,0,1,621,1,48,1,1
0,1,101,11,10,1,0,0,0,0,0,0,0,6.0868,7,49,1,0,97,12,1,25,3.6957e+05,1,0,0,0,0,0,1,440,0,40,1,1
0,1,91,12,10,1,0,0,0,0,0,0,0,6.0521,9,81,1,0,110,12,1,27,3.8017e+05,1,0,0,0,0,0,1,425,0,32,1,1
1,1,115,12,12,1,0,0,0,0,0,0,0,6.2879,8,64,1,0,112,16,1,30,4.9664e+05,1,0,0,0,0,0,1,538,0,52,6,1
1,1,113,12,12,1,0,0,0,0,0,0,0,6.6067,10,100,1,0,115,16,1,32,4.083e+05,1,0,0,0,0,0,1,740,0,49,1,1
1,1,123,12,10,1,0,0,0,0,0,0,0,6.5117,13,169,1,0,116,13,1,32,3.6747e+05,1,0,0,0,0,0,1,673,1,43,1,1
