1,0,93,8,8,0,0,0,0,0,0,0,0
1,0,103,12,14,0,0,0,0,0,0,0,0
1,1,88,12,11,1,0,0,0,0,0,0,0
1,1,108,7,8,1,0,0,0,0,0,0,0
1,1,85,12,9,1,0,0,0,0,0,0,0
1,1,119,14,14,1,0,0,0,0,0,0,0
1,1,108,14,14,1,0,0,0,0,0,0,0
1,1,96,12,12,1,0,0,0,0,0,0,0
1,1,97,12,12,1,0,0,0,0,0,0,0
1,1,84,12,11,0,0,0,0,0,0,0,1
1,1,89,6,11,1,0,0,0,0,0,0,0
1,1,93,6,11,1,0,0,0,0,0,0,0
1,1,74,6,11,1,0,0,0,0,0,0,0
1,1,93,8,12,1,0,0,0,0,0,0,0
1,1,91,8,8,1,0,0,0,0,0,0,0
1,1,88,8,8,1,0,0,0,0,0,0,0
1,1,111,14,5,0,0,0,0,0,0,0,0
1,1,95,12,11,0,0,0,0,0,0,0,0
1,1,132,13,14,0,0,0,0,0,0,0,0
1,1,109,16,16,1,0,0,0,0,0,0,0
1,1,108,12,11,0,0,0,0,0,0,0,0
1,1,106,12,12,1,0,0,0,0,0,0,0
1,1,119,10,10,1,0,0,0,0,0,0,0
1,1,90,10,6,1,0,0,0,0,0,0,0
1,1,118,12,12,1,0,0,0,0,0,0,0
1,1,105,6,8,1,0,0,0,0,0,0,0
1,1,115,11,8,1,0,0,0,0,0,0,0
1,1,120,10,11,1,0,0,0,0,0,0,0
1,1,109,12,10,1,0,0,0,0,0,0,0
1,1,72,10,8,1,0,0,0,0,0,0,0
1,1,101,11,12,1,0,0,0,0,0,0,0
1,1,136,10,10,1,0,0,0,0,0,0,0
1,1,101,11,10,1,0,0,0,0,0,0,0
1,1,91,12,10,1,0,0,0,0,0,0,0
1,1,115,12,12,1,0,0,0,0,0,0,0
1,1,113,12,12,1,0,0,0,0,0,0,0
1,1,123,12,10,1,0,0,0,0,0,0,0
1,1,95,10,10,1,0,0,0,0,0,0,0
1,1,102,10,10,1,0,0,0,0,0,0,0
1,1,145,12,12,1,0,0,0,0,0,0,0
1,1,114,11,11,1,0,0,0,0,0,0,0
1,1,113,9,8,1,0,0,0,0,0,0,0
1,1,93,12,8,1,0,0,0,0,0,0,0
1,1,119,12,12,1,0,0,0,0,0,0,0
1,1,108,9,12,1,0,0,0,0,0,0,0
1,1,72,11,6,1,0,0,0,0,0,0,0
1,1,86,9,12,1,0,0,0,0,0,0,0
1,1,123,12,14,1,0,0,0,0,0,0,0
1,1,103,12,12,1,0,0,0,0,0,0,0
1,1,101,12,12,1,0,0,0,0,0,0,0
1,1,105,16,12,1,0,0,0,0,0,0,0
1,1,95,12,10,1,0,0,0,0,0,0,0
1,1,98,6,8,1,0,0,0,0,0,0,0
1,1,115,8,8,1,0,0,0,0,0,0,0
1,1,132,10,9,1,0,0,0,0,0,0,0
1,1,106,12,16,1,0,0,0,0,0,0,0
1,1,113,12,12,1,0,0,0,0,0,0,0
1,1,102,11,14,1,0,0,0,0,0,0,0
1,1,91,12,15,1,0,0,0,0,0,0,0
1,1,104,12,12,1,0,0,0,0,0,0,0
1,1,97,16,16,1,0,0,0,0,0,0,0
1,1,125,13,12,1,0,0,0,0,0,0,0
1,1,123,12,14,1,0,0,0,0,0,0,0
1,1,128,16,16,1,0,0,0,0,0,0,0
1,1,133,17,16,1,0,0,0,0,0,0,0
1,1,114,8,12,1,0,0,0,0,0,0,0
1,1,130,12,10,1,0,0,0,0,0,0,0
1,1,97,12,10,1,0,0,0,0,0,0,0
1,1,132,13,12,1,0,0,0,0,0,0,0
1,1,98,12,12,1,0,0,0,0,0,0,0
1,1,108,12,12,1,0,0,0,0,0,0,0
1,1,107,12,13,1,0,0,0,0,0,0,0
1,1,129,18,18,1,0,0,0,0,0,0,0
1,1,132,17,14,1,0,0,0,0,0,0,0
1,1,132,9,8,1,0,0,0,0,0,0,0
1,1,106,15,12,1,0,0,0,0,0,0,0
1,1,123,12,12,1,0,0,0,0,0,0,0
1,1,109,11,9,1,0,0,0,0,0,0,0
1,1,103,11,8,1,0,0,0,0,0,0,0
1,1,122,12,8,1,0,0,0,0,0,0,0
1,1,109,12,12,1,0,0,0,0,0,0,0
1,1,102,12,12,1,0,0,0,0,0,0,0
1,1,100,10,9,1,0,0,0,0,0,0,0
1,1,93,10,8,1,0,0,0,0,0,0,0
1,1,115,5,5,1,0,0,0,0,0,0,0
1,1,125,14,15,1,0,0,0,0,0,0,0
1,1,106,12,13,1,0,0,0,0,0,0,0
1,1,113,12,12,1,0,0,0,0,0,0,0
1,1,116,10,10,1,0,0,0,0,0,0,0
1,1,105,12,12,1,0,0,0,0,0,0,0
1,1,112,12,12,1,0,0,0,0,0,0,0
1,1,113,12,12,1,0,0,0,0,0,0,0
1,1,94,12,12,1,0,0,0,0,0,0,0
1,1,103,9,12,1,0,0,0,0,0,0,0
1,1,109,12,10,1,0,0,0,0,0,0,0
1,1,130,10,15,1,0,0,0,0,0,0,0
1,1,105,12,12,1,0,0,0,0,0,0,0
1,1,134,12,12,1,0,0,0,0,0,0,0
1,1,104,12,11,1,0,0,0,0,0,0,0
1,1,115,10,8,1,0,0,0,0,0,0,0
1,1,117,8,8,1,0,0,0,0,0,0,0
1,1,114,8,12,1,0,0,0,0,0,0,0
1,1,118,8,12,1,0,0,0,0,0,0,0
1,1,107,12,12,1,0,0,0,0,0,0,0
1,1,120,11,8,1,0,0,0,0,0,0,0
1,1,131,18,16,1,0,0,0,0,0,0,0
1,1,124,17,16,1,0,0,0,0,0,0,0
1,1,121,12,11,1,0,0,0,0,0,0,0
1,1,110,12,10,1,0,0,0,0,0,0,0
1,1,103,12,10,1,0,0,0,0,0,0,0
1,1,115,12,14,1,0,0,0,0,0,0,0
1,1,96,6,8,1,0,0,0,0,0,0,0
1,1,123,12,12,1,0,0,0,0,0,0,0
1,1,101,10,12,1,0,0,0,0,0,0,0
1,1,98,12,8,1,0,0,0,0,0,0,0
1,1,108,8,7,0,0,0,0,0,0,0,0
1,1,138,12,16,0,0,0,0,0,0,0,0
1,1,96,12,8,0,0,0,0,0,0,0,0
1,1,133,16,16,0,0,0,0,0,0,0,0
1,1,84,9,11,0,0,0,0,0,0,0,0
1,1,98,12,8,0,0,0,0,0,0,0,0
1,1,105,9,11,0,0,0,0,0,0,0,0
1,1,93,9,11,0,0,0,0,0,0,0,0
1,1,146,12,12,0,0,0,0,0,0,0,0
1,1,82,12,9,0,0,0,0,0,0,0,0
1,1,128,14,12,0,0,0,0,0,0,0,0
1,1,114,12,16,0,0,0,0,0,0,0,0
1,1,117,12,18,0,0,0,0,0,0,0,0
1,1,91,11,10,0,0,0,0,0,0,0,0
1,1,107,8,12,0,0,0,0,0,0,0,0
1,1,114,12,16,0,0,0,0,0,0,0,0
1,1,126,12,16,0,0,0,0,0,0,0,0
1,1,82,11,11,0,0,0,0,0,0,0,0
1,1,119,12,9,0,0,0,0,0,0,0,0
1,1,104,12,6,0,0,0,0,0,0,0,0
1,1,83,8,13,0,0,0,0,0,0,0,0
1,1,97,12,12,0,0,0,0,0,0,0,0
1,1,119,8,8,0,0,0,0,0,0,0,0
1,1,105,14,12,0,0,0,0,0,0,0,0
1,1,114,12,10,0,0,0,0,0,0,0,0
1,1,96,8,8,0,0,0,0,0,0,0,0
1,1,117,16,12,0,0,0,0,0,0,0,0
1,1,113,12,16,0,0,0,0,0,0,0,0
1,1,106,14,10,0,0,0,0,0,0,0,0
1,1,104,12,8,0,0,0,0,0,0,0,0
1,1,102,12,12,0,0,0,0,0,0,0,0
1,1,122,16,16,0,0,0,0,0,0,0,0
1,1,96,12,13,0,0,0,0,0,0,0,0
1,1,95,16,16,0,0,0,0,0,0,0,0
1,1,117,12,12,0,0,0,0,0,0,0,0
1,1,105,16,17,0,0,0,0,0,0,0,0
1,1,139,16,13,1,0,0,0,0,0,0,0
1,1,91,12,14,1,0,0,0,0,0,0,0
1,1,96,12,14,1,0,0,0,0,0,0,0
1,1,114,12,14,1,0,0,0,0,0,0,0
1,1,125,16,18,1,0,0,0,0,0,0,0
1,1,124,16,18,1,0,0,0,0,0,0,0
1,1,113,17,15,1,0,0,0,0,0,0,0
1,1,100,12,10,1,0,0,0,0,0,0,0
1,1,97,9,12,1,0,0,0,0,0,0,0
1,1,125,8,8,1,0,0,0,0,0,0,0
1,1,106,12,12,1,0,0,0,0,0,0,0
1,1,101,12,11,1,0,0,0,0,0,0,0
1,1,91,9,10,1,0,0,0,0,0,0,0
1,1,86,8,10,1,0,0,0,0,0,0,0
1,1,110,9,8,1,0,0,0,0,0,0,0
1,1,85,9,12,0,0,0,0,0,0,0,0
1,1,120,8,8,0,0,0,0,0,0,0,0
1,1,121,12,12,0,0,0,0,0,0,0,0
1,1,112,12,12,0,0,0,0,0,0,0,0
1,1,100,11,7,0,0,0,0,0,0,0,0
1,1,112,12,7,0,0,0,0,0,0,0,0
1,1,108,12,14,0,0,0,0,0,0,0,0
1,1,90,10,12,0,0,0,0,0,0,0,0
1,1,127,12,12,1,0,0,0,0,0,0,0
1,1,113,12,12,1,0,0,0,0,0,0,0
1,1,111,12,9,1,0,0,0,0,0,0,0
1,1,113,8,9,1,0,0,0,0,0,0,0
1,1,111,12,12,1,0,0,0,0,0,0,0
1,1,112,12,12,1,0,0,0,0,0,0,0
1,1,114,12,12,1,0,0,0,0,0,0,0
1,1,111,12,12,1,0,0,0,0,0,0,0
1,1,106,8,7,1,0,0,0,0,0,0,0
1,1,79,12,12,1,0,0,0,0,0,0,0
1,0,98,12,11,1,0,0,0,0,0,0,0
1,0,105,12,10,1,0,0,0,0,0,0,0
1,0,118,12,9,1,0,0,0,0,0,0,0
1,0,100,12,11,1,0,0,0,0,0,0,0
1,0,90,12,8,1,0,0,0,0,0,0,0
1,0,95,9,8,1,0,0,0,0,0,0,0
1,0,112,12,12,1,0,0,0,0,0,0,0
1,0,96,12,8,1,0,0,0,0,0,0,0
1,0,127,12,12,1,0,0,0,0,0,0,0
1,1,120,12,10,0,0,0,0,0,0,0,0
1,1,123,12,10,0,0,0,0,0,0,0,0
1,1,98,12,10,0,0,0,0,0,0,0,0
1,1,114,12,8,1,0,0,0,0,0,0,0
1,1,103,16,15,1,0,0,0,0,0,0,0
1,1,121,16,18,1,0,0,0,0,0,0,0
1,1,117,14,12,1,0,0,0,0,0,0,0
1,1,90,12,12,1,0,0,0,0,0,0,0
1,1,125,12,12,1,0,0,0,0,0,0,0
1,1,104,12,12,1,0,0,0,0,0,0,0
1,1,106,16,18,1,0,0,0,0,0,0,0
1,1,122,10,9,1,0,0,0,0,0,0,0
1,1,120,10,9,1,0,0,0,0,0,0,0
1,1,112,7,12,1,0,0,0,0,0,0,0
